Artist,Title,id,energy,key,acousticness,instrumentalness,liveness,tempo,type,uri,track_href,analysis_url,duration_ms,set,K12,DBSCAN2.5
Karol G x Shakira,TQG,2oMjKuKUEJFuLiVmTq7Vjx,0.65,4.0,0.666,0.0,0.126,90.015,audio_features,spotify:track:2oMjKuKUEJFuLiVmTq7Vjx,https://api.spotify.com/v1/tracks/2oMjKuKUEJFuLiVmTq7Vjx,https://api.spotify.com/v1/audio-analysis/2oMjKuKUEJFuLiVmTq7Vjx,198360.0,H,3,0
"The Weeknd, Playboi Carti & Madonna",Popular,2BRk8p8Mc39p4sMULNPKXC,0.434,1.0,0.0165,0.884,0.0968,99.29,audio_features,spotify:track:2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/tracks/2BRk8p8Mc39p4sMULNPKXC,https://api.spotify.com/v1/audio-analysis/2BRk8p8Mc39p4sMULNPKXC,214884.0,H,5,0
Post Malone,Mourning,0xppJmfnjIQnMbMOez9bwT,0.634,7.0,0.872,0.000553,0.432,80.117,audio_features,spotify:track:0xppJmfnjIQnMbMOez9bwT,https://api.spotify.com/v1/tracks/0xppJmfnjIQnMbMOez9bwT,https://api.spotify.com/v1/audio-analysis/0xppJmfnjIQnMbMOez9bwT,188065.0,H,3,0
Lil Uzi Vert,All Alone,6kHYpEnDpMCyGu0E2PlWY1,0.693,6.0,0.0954,0.0,0.293,138.104,audio_features,spotify:track:6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/tracks/6kHYpEnDpMCyGu0E2PlWY1,https://api.spotify.com/v1/audio-analysis/6kHYpEnDpMCyGu0E2PlWY1,222618.0,H,8,0
Peso Pluma,Rubicon,2VzCjpKvPB1l1tqLndtAQa,0.595,0.0,0.31,2.44e-05,0.0735,92.491,audio_features,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845.0,H,1,0
Lil Uzi Vert,Died And Came Back,6kQF79mjbOkvuRvg0J2XZv,0.669,1.0,0.149,0.0,0.56,132.098,audio_features,spotify:track:6kQF79mjbOkvuRvg0J2XZv,https://api.spotify.com/v1/tracks/6kQF79mjbOkvuRvg0J2XZv,https://api.spotify.com/v1/audio-analysis/6kQF79mjbOkvuRvg0J2XZv,180636.0,H,8,0
Peso Pluma,Por Las Noches,2VzCjpKvPB1l1tqLndtAQa,0.595,0.0,0.31,2.44e-05,0.0735,92.491,audio_features,spotify:track:2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/tracks/2VzCjpKvPB1l1tqLndtAQa,https://api.spotify.com/v1/audio-analysis/2VzCjpKvPB1l1tqLndtAQa,239845.0,H,1,0
Doja Cat,Attention,11xC6P3iKYpFThT6Ce1KdG,0.567,2.0,0.118,0.0278,0.105,87.981,audio_features,spotify:track:11xC6P3iKYpFThT6Ce1KdG,https://api.spotify.com/v1/tracks/11xC6P3iKYpFThT6Ce1KdG,https://api.spotify.com/v1/audio-analysis/11xC6P3iKYpFThT6Ce1KdG,277044.0,H,1,0
Lil Uzi Vert Featuring Bring Me The Horizon,Werewolf,3ySqZ8yGoh4Emi9HiPCCdP,0.962,2.0,5.98e-05,0.623,0.331,183.049,audio_features,spotify:track:3ySqZ8yGoh4Emi9HiPCCdP,https://api.spotify.com/v1/tracks/3ySqZ8yGoh4Emi9HiPCCdP,https://api.spotify.com/v1/audio-analysis/3ySqZ8yGoh4Emi9HiPCCdP,239864.0,H,5,-1
Junior H x Peso Pluma,El Azul,1haJsMtoBhHfvuM7XWuT3W,0.648,9.0,0.226,7.76e-06,0.0986,143.876,audio_features,spotify:track:1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/tracks/1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/audio-analysis/1haJsMtoBhHfvuM7XWuT3W,187226.0,H,0,0
Morgan Wallen,Everything I Love,03fs6oV5JAlbytRYf3371S,0.841,8.0,0.00514,0.000503,0.147,103.983,audio_features,spotify:track:03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/tracks/03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/audio-analysis/03fs6oV5JAlbytRYf3371S,187047.0,H,4,0
Morgan Wallen Featuring ERNEST,Cowgirls,7fveJ3pk1eSfxBdVkzdXZ0,0.766,8.0,0.199,8.62e-06,0.156,172.08,audio_features,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,https://api.spotify.com/v1/tracks/7fveJ3pk1eSfxBdVkzdXZ0,https://api.spotify.com/v1/audio-analysis/7fveJ3pk1eSfxBdVkzdXZ0,181621.0,H,0,0
Jonas Brothers,Waffle House,2VEsmoek0sol9MnJFyoG9e,0.954,2.0,0.0296,0.0,0.331,114.03,audio_features,spotify:track:2VEsmoek0sol9MnJFyoG9e,https://api.spotify.com/v1/tracks/2VEsmoek0sol9MnJFyoG9e,https://api.spotify.com/v1/audio-analysis/2VEsmoek0sol9MnJFyoG9e,175093.0,H,8,0
Sexyy Red & Tay Keith & Nicki Minaj,Pound Town 2,6IEXjer2qbXhRLFv99NQQv,0.634,2.0,0.174,0.0,0.149,178.037,audio_features,spotify:track:6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/tracks/6IEXjer2qbXhRLFv99NQQv,https://api.spotify.com/v1/audio-analysis/6IEXjer2qbXhRLFv99NQQv,194048.0,H,7,0
Lainey Wilson,Watermelon Moonshine,6KaKmX6EIu3x2057HoZwQF,0.413,1.0,0.47,2.51e-05,0.131,139.921,audio_features,spotify:track:6KaKmX6EIu3x2057HoZwQF,https://api.spotify.com/v1/tracks/6KaKmX6EIu3x2057HoZwQF,https://api.spotify.com/v1/audio-analysis/6KaKmX6EIu3x2057HoZwQF,208853.0,H,9,0
"Metro Boomin, Swae Lee & NAV Featuring A Boogie Wit da Hoodie",Calling,2dHHgzDwk4BJdRwy9uXhTO,0.62,1.0,0.417,0.0,0.0822,97.95,audio_features,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,221520.0,H,1,0
Yahritza y Su Esencia x Grupo Frontera,Fragil,4JdSXF2p71cr8uCY3UiJM0,0.726,6.0,0.365,0.0,0.112,149.918,audio_features,spotify:track:4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/tracks/4JdSXF2p71cr8uCY3UiJM0,https://api.spotify.com/v1/audio-analysis/4JdSXF2p71cr8uCY3UiJM0,160518.0,H,0,0
"Tyler, The Creator Featuring Kali Uchis",See You Again,7KA4W4McWYRpgf0fWsJZWB,0.559,6.0,0.371,7.49e-06,0.109,78.558,audio_features,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387.0,H,2,0
HARDY,Truck Bed,103u49mLoJUge83B1CnLxI,0.77,0.0,0.0875,0.0,0.35,132.057,audio_features,spotify:track:103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/tracks/103u49mLoJUge83B1CnLxI,https://api.spotify.com/v1/audio-analysis/103u49mLoJUge83B1CnLxI,167535.0,H,8,0
Lil Uzi Vert,Zoom,3VFGA65JnN8EDmnRb5SHW2,0.547,5.0,0.0784,1.3e-06,0.119,79.483,audio_features,spotify:track:3VFGA65JnN8EDmnRb5SHW2,https://api.spotify.com/v1/tracks/3VFGA65JnN8EDmnRb5SHW2,https://api.spotify.com/v1/audio-analysis/3VFGA65JnN8EDmnRb5SHW2,166013.0,H,2,0
Lil Uzi Vert,That Fiya,1bIHv5s0rByq6ZOqDSt8K8,0.712,3.0,0.00234,0.0,0.186,138.124,audio_features,spotify:track:1bIHv5s0rByq6ZOqDSt8K8,https://api.spotify.com/v1/tracks/1bIHv5s0rByq6ZOqDSt8K8,https://api.spotify.com/v1/audio-analysis/1bIHv5s0rByq6ZOqDSt8K8,154832.0,H,7,0
Fall Out Boy,We Didn't Start The Fire,60glT2wsoSHV3B8yCRSB8v,0.961,7.0,0.00139,3.7e-05,0.102,151.92,audio_features,spotify:track:60glT2wsoSHV3B8yCRSB8v,https://api.spotify.com/v1/tracks/60glT2wsoSHV3B8yCRSB8v,https://api.spotify.com/v1/audio-analysis/60glT2wsoSHV3B8yCRSB8v,215531.0,H,0,0
Rod Wave,Fight The Feeling,6F4tgHJ5dE0pVWRPs3m1hs,0.711,8.0,0.27,0.0,0.0911,160.0,audio_features,spotify:track:6F4tgHJ5dE0pVWRPs3m1hs,https://api.spotify.com/v1/tracks/6F4tgHJ5dE0pVWRPs3m1hs,https://api.spotify.com/v1/audio-analysis/6F4tgHJ5dE0pVWRPs3m1hs,140040.0,H,0,0
Morgan Wallen,Ain't That Some,2YVlDlk2zRceefo6XlC6DX,0.803,6.0,0.00232,3.86e-06,0.361,121.086,audio_features,spotify:track:2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/tracks/2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/audio-analysis/2YVlDlk2zRceefo6XlC6DX,158004.0,H,8,0
Peso Pluma & Jasiel Nunez,Lagunas,3HOKxuTDmNVmIlCIpBiD8m,0.622,11.0,0.328,0.00603,0.149,115.952,audio_features,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/tracks/3HOKxuTDmNVmIlCIpBiD8m,https://api.spotify.com/v1/audio-analysis/3HOKxuTDmNVmIlCIpBiD8m,231247.0,H,4,0
Noah Kahan,Dial Drunk,0caJ2wkqp4UmXBwdR2JvB5,0.595,8.0,0.0969,0.0,0.113,112.02,audio_features,spotify:track:0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/tracks/0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/audio-analysis/0caJ2wkqp4UmXBwdR2JvB5,213817.0,H,4,0
Jelly Roll With Lainey Wilson,Save Me,4Bee3PcNdfeqO1B80dDgFn,0.612,0.0,0.382,0.0,0.11,83.03,audio_features,spotify:track:4Bee3PcNdfeqO1B80dDgFn,https://api.spotify.com/v1/tracks/4Bee3PcNdfeqO1B80dDgFn,https://api.spotify.com/v1/audio-analysis/4Bee3PcNdfeqO1B80dDgFn,237493.0,H,1,0
Miley Cyrus,Jaded,6Tt9PBM6oWGwVnxyzuM84j,0.386,6.0,0.0645,1.55e-06,0.257,124.117,audio_features,spotify:track:6Tt9PBM6oWGwVnxyzuM84j,https://api.spotify.com/v1/tracks/6Tt9PBM6oWGwVnxyzuM84j,https://api.spotify.com/v1/audio-analysis/6Tt9PBM6oWGwVnxyzuM84j,160625.0,H,2,0
NLE Choppa ,Shotta Flow,5BJMeoCXXgbRAWfp6fTulr,0.511,2.0,0.0251,0.0,0.14,120.077,audio_features,spotify:track:5BJMeoCXXgbRAWfp6fTulr,https://api.spotify.com/v1/tracks/5BJMeoCXXgbRAWfp6fTulr,https://api.spotify.com/v1/audio-analysis/5BJMeoCXXgbRAWfp6fTulr,176632.0,N,1,0
Jennifer Ormond ,Without You,7IfbF3rQlQ5coHkXS4Casy,0.879,3.0,0.0583,0.0,0.144,110.94,audio_features,spotify:track:7IfbF3rQlQ5coHkXS4Casy,https://api.spotify.com/v1/tracks/7IfbF3rQlQ5coHkXS4Casy,https://api.spotify.com/v1/audio-analysis/7IfbF3rQlQ5coHkXS4Casy,178707.0,N,1,0
Quality Control ,Baby (Lil Baby feat. DaBaby),5MPPttjfGap2C6j6eKcO6J,0.463,10.0,0.0957,0.0,0.151,108.003,audio_features,spotify:track:5MPPttjfGap2C6j6eKcO6J,https://api.spotify.com/v1/tracks/5MPPttjfGap2C6j6eKcO6J,https://api.spotify.com/v1/audio-analysis/5MPPttjfGap2C6j6eKcO6J,142417.0,N,2,0
Kygo ,Carry Me,4Szq4dulKN9bOvLRW6uMdZ,0.713,4.0,0.0117,0.15,0.0952,119.997,audio_features,spotify:track:4Szq4dulKN9bOvLRW6uMdZ,https://api.spotify.com/v1/tracks/4Szq4dulKN9bOvLRW6uMdZ,https://api.spotify.com/v1/audio-analysis/4Szq4dulKN9bOvLRW6uMdZ,159133.0,N,1,0
Lil Uzi Vert ,Two®,627hYjsCXaPAUmQFiocDGF,0.738,7.0,0.421,0.0,0.086,142.77,audio_features,spotify:track:627hYjsCXaPAUmQFiocDGF,https://api.spotify.com/v1/tracks/627hYjsCXaPAUmQFiocDGF,https://api.spotify.com/v1/audio-analysis/627hYjsCXaPAUmQFiocDGF,185276.0,N,0,0
Noah Schnacky ,Hello Beautiful,1p61zyWNtBhbbAFzg4HUiq,0.472,9.0,0.54,0.0,0.306,73.521,audio_features,spotify:track:1p61zyWNtBhbbAFzg4HUiq,https://api.spotify.com/v1/tracks/1p61zyWNtBhbbAFzg4HUiq,https://api.spotify.com/v1/audio-analysis/1p61zyWNtBhbbAFzg4HUiq,216993.0,N,2,0
KAYTRANADA ,Intimidated,0dFdGPVLs3k0z9ezYWZzUa,0.75,11.0,0.0167,0.00976,0.174,112.009,audio_features,spotify:track:0dFdGPVLs3k0z9ezYWZzUa,https://api.spotify.com/v1/tracks/0dFdGPVLs3k0z9ezYWZzUa,https://api.spotify.com/v1/audio-analysis/0dFdGPVLs3k0z9ezYWZzUa,207840.0,N,4,0
d4vd ,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL,0.544,6.0,0.453,0.00805,0.322,132.052,audio_features,spotify:track:1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,132631.0,N,9,0
Justin Bieber ,Mistletoe,5fpeSUf6tvWgiNYE8OZ1S6,0.668,6.0,0.475,0.0,0.0862,161.948,audio_features,spotify:track:5fpeSUf6tvWgiNYE8OZ1S6,https://api.spotify.com/v1/tracks/5fpeSUf6tvWgiNYE8OZ1S6,https://api.spotify.com/v1/audio-analysis/5fpeSUf6tvWgiNYE8OZ1S6,183067.0,N,9,0
She & Him ,The Christmas Waltz,7kvoeZ8sFlTm68enSCUCNb,0.11,2.0,0.906,0.00512,0.241,109.415,audio_features,spotify:track:7kvoeZ8sFlTm68enSCUCNb,https://api.spotify.com/v1/tracks/7kvoeZ8sFlTm68enSCUCNb,https://api.spotify.com/v1/audio-analysis/7kvoeZ8sFlTm68enSCUCNb,157453.0,N,3,0
Gucci Mane ,Publicity Stunt,3mDJbXIpV9osy8d3TCw9hh,0.557,1.0,0.149,0.0,0.309,130.16,audio_features,spotify:track:3mDJbXIpV9osy8d3TCw9hh,https://api.spotify.com/v1/tracks/3mDJbXIpV9osy8d3TCw9hh,https://api.spotify.com/v1/audio-analysis/3mDJbXIpV9osy8d3TCw9hh,196658.0,N,8,0
Billie Eilish ,Not My Responsibility,0jCHlrt2SAJSLL56jOBvkK,0.317,11.0,0.0939,0.753,0.16,119.133,audio_features,spotify:track:0jCHlrt2SAJSLL56jOBvkK,https://api.spotify.com/v1/tracks/0jCHlrt2SAJSLL56jOBvkK,https://api.spotify.com/v1/audio-analysis/0jCHlrt2SAJSLL56jOBvkK,228809.0,N,5,0
Cardi B ,She Bad,0CfmNX2TXk7yoJqHJiixnp,0.504,10.0,0.0183,0.0,0.0963,159.949,audio_features,spotify:track:0CfmNX2TXk7yoJqHJiixnp,https://api.spotify.com/v1/tracks/0CfmNX2TXk7yoJqHJiixnp,https://api.spotify.com/v1/audio-analysis/0CfmNX2TXk7yoJqHJiixnp,230953.0,N,0,0
Kygo ,Stargazing,0Zbbxnx4SGGHoIow4PpISP,0.497,5.0,0.152,0.0,0.0911,99.137,audio_features,spotify:track:0Zbbxnx4SGGHoIow4PpISP,https://api.spotify.com/v1/tracks/0Zbbxnx4SGGHoIow4PpISP,https://api.spotify.com/v1/audio-analysis/0Zbbxnx4SGGHoIow4PpISP,236853.0,N,2,0
Kacey Musgraves ,simple times,1lNEXDlxVhsWaq2DLBUDgC,0.713,1.0,0.628,0.0,0.0837,80.043,audio_features,spotify:track:1lNEXDlxVhsWaq2DLBUDgC,https://api.spotify.com/v1/tracks/1lNEXDlxVhsWaq2DLBUDgC,https://api.spotify.com/v1/audio-analysis/1lNEXDlxVhsWaq2DLBUDgC,167120.0,N,1,0
Regard ,You,7ceJtvapeTmEkf9Atui0to,0.581,6.0,0.319,0.85,0.391,79.999,audio_features,spotify:track:7ceJtvapeTmEkf9Atui0to,https://api.spotify.com/v1/tracks/7ceJtvapeTmEkf9Atui0to,https://api.spotify.com/v1/audio-analysis/7ceJtvapeTmEkf9Atui0to,159429.0,N,5,0
Hailee Steinfeld ,Starving,4IKlcZrHNV6VlRLSCYbW0Z,0.616,4.0,0.378,0.0,0.105,99.962,audio_features,spotify:track:4IKlcZrHNV6VlRLSCYbW0Z,https://api.spotify.com/v1/tracks/4IKlcZrHNV6VlRLSCYbW0Z,https://api.spotify.com/v1/audio-analysis/4IKlcZrHNV6VlRLSCYbW0Z,181880.0,N,1,0
BROCKHAMPTON ,DISTRICT,7oYvZtOelvW0mDrcUZ3m67,0.738,8.0,0.0515,6.32e-06,0.211,122.525,audio_features,spotify:track:7oYvZtOelvW0mDrcUZ3m67,https://api.spotify.com/v1/tracks/7oYvZtOelvW0mDrcUZ3m67,https://api.spotify.com/v1/audio-analysis/7oYvZtOelvW0mDrcUZ3m67,211507.0,N,4,0
Iggy Azalea ,Heavy Crown,3oiMJQAWVaxSubJ7b2VUtX,0.716,10.0,0.0904,0.0,0.0491,94.981,audio_features,spotify:track:3oiMJQAWVaxSubJ7b2VUtX,https://api.spotify.com/v1/tracks/3oiMJQAWVaxSubJ7b2VUtX,https://api.spotify.com/v1/audio-analysis/3oiMJQAWVaxSubJ7b2VUtX,199938.0,N,4,0
Little Mix ,Hair,0lUSd7TCG8srh6HpIAEIWL,0.855,7.0,0.0372,0.000157,0.181,172.966,audio_features,spotify:track:0lUSd7TCG8srh6HpIAEIWL,https://api.spotify.com/v1/tracks/0lUSd7TCG8srh6HpIAEIWL,https://api.spotify.com/v1/audio-analysis/0lUSd7TCG8srh6HpIAEIWL,247840.0,N,0,0
Alesso ,Scars,0wI7QkCcs8FUQE1OkXUIqd,0.739,0.0,0.0285,0.0,0.111,97.085,audio_features,spotify:track:0wI7QkCcs8FUQE1OkXUIqd,https://api.spotify.com/v1/tracks/0wI7QkCcs8FUQE1OkXUIqd,https://api.spotify.com/v1/audio-analysis/0wI7QkCcs8FUQE1OkXUIqd,230240.0,N,1,0
Taylor Swift ,I Almost Do (Taylor's Version),31pEV5lPJi7btskZoUr2yu,0.481,4.0,0.0173,4.13e-05,0.182,145.865,audio_features,spotify:track:31pEV5lPJi7btskZoUr2yu,https://api.spotify.com/v1/tracks/31pEV5lPJi7btskZoUr2yu,https://api.spotify.com/v1/audio-analysis/31pEV5lPJi7btskZoUr2yu,242573.0,N,7,0
Daniel Caesar ,TOO DEEP TO TURN BACK,63UNqAjFomMcZXc2InOxTC,0.436,9.0,0.778,0.0,0.188,149.987,audio_features,spotify:track:63UNqAjFomMcZXc2InOxTC,https://api.spotify.com/v1/tracks/63UNqAjFomMcZXc2InOxTC,https://api.spotify.com/v1/audio-analysis/63UNqAjFomMcZXc2InOxTC,318533.0,N,9,0
The 1975 ,Me & You Together Song,6SrvijeageGUiFu9iCDdmM,0.765,9.0,1.66e-06,0.00039,0.314,105.661,audio_features,spotify:track:6SrvijeageGUiFu9iCDdmM,https://api.spotify.com/v1/tracks/6SrvijeageGUiFu9iCDdmM,https://api.spotify.com/v1/audio-analysis/6SrvijeageGUiFu9iCDdmM,207223.0,N,4,0
Offset ,Ric Flair Drip (& Metro Boomin),1bDbXMyjaUIooNwFE9wn0N,0.52,11.0,0.0503,1.86e-06,0.355,153.15,audio_features,spotify:track:1bDbXMyjaUIooNwFE9wn0N,https://api.spotify.com/v1/tracks/1bDbXMyjaUIooNwFE9wn0N,https://api.spotify.com/v1/audio-analysis/1bDbXMyjaUIooNwFE9wn0N,239360.0,N,0,0
Lady Gaga ,Look What I Found,2KqJC0koTBUyDlsMt5ok1V,0.85,2.0,0.0272,0.0,0.181,113.0,audio_features,spotify:track:2KqJC0koTBUyDlsMt5ok1V,https://api.spotify.com/v1/tracks/2KqJC0koTBUyDlsMt5ok1V,https://api.spotify.com/v1/audio-analysis/2KqJC0koTBUyDlsMt5ok1V,168960.0,N,1,0
DJ Khaled ,I Love You so Much,4SqWKzw0CbA05TGszDgMlc,0.648,10.0,0.583,0.0,0.115,75.977,audio_features,spotify:track:4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/tracks/4SqWKzw0CbA05TGszDgMlc,https://api.spotify.com/v1/audio-analysis/4SqWKzw0CbA05TGszDgMlc,160240.0,N,2,0
Future ,Low Life,2mYMAJGoauv6LYCpzIOGBi,0.904,1.0,0.00102,5.63e-05,0.138,128.976,audio_features,spotify:track:2mYMAJGoauv6LYCpzIOGBi,https://api.spotify.com/v1/tracks/2mYMAJGoauv6LYCpzIOGBi,https://api.spotify.com/v1/audio-analysis/2mYMAJGoauv6LYCpzIOGBi,205627.0,N,7,0
Ariana Grande ,Break Free,12KUFSHFgT0XCoiSlvdQi4,0.702,7.0,0.0064,4.35e-05,0.204,129.956,audio_features,spotify:track:12KUFSHFgT0XCoiSlvdQi4,https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4,https://api.spotify.com/v1/audio-analysis/12KUFSHFgT0XCoiSlvdQi4,214840.0,N,4,0
Bo Burnham ,FaceTime with my Mom (Tonight),0yNiaePZow0ycdrmLV0J7y,0.724,4.0,0.0432,0.0,0.333,155.85,audio_features,spotify:track:0yNiaePZow0ycdrmLV0J7y,https://api.spotify.com/v1/tracks/0yNiaePZow0ycdrmLV0J7y,https://api.spotify.com/v1/audio-analysis/0yNiaePZow0ycdrmLV0J7y,146654.0,N,8,0
Gucci Mane ,Enormous,1qbqP15RKuH5UHbHkuSsmm,0.842,2.0,0.0499,0.0,0.241,159.897,audio_features,spotify:track:1qbqP15RKuH5UHbHkuSsmm,https://api.spotify.com/v1/tracks/1qbqP15RKuH5UHbHkuSsmm,https://api.spotify.com/v1/audio-analysis/1qbqP15RKuH5UHbHkuSsmm,185856.0,N,7,0
Kendrick Lamar ,All The Stars,66kQ7wr4d2LwwSjr7HXcyr,0.628,5.0,0.0287,0.0193,0.0863,96.799,audio_features,spotify:track:66kQ7wr4d2LwwSjr7HXcyr,https://api.spotify.com/v1/tracks/66kQ7wr4d2LwwSjr7HXcyr,https://api.spotify.com/v1/audio-analysis/66kQ7wr4d2LwwSjr7HXcyr,235540.0,N,1,0
Lorde ,Leader of a New Regime,2dLLR6qlu5UJ5gk0dKz0h3,0.428,7.0,0.121,0.0,0.132,84.878,audio_features,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/tracks/2dLLR6qlu5UJ5gk0dKz0h3,https://api.spotify.com/v1/audio-analysis/2dLLR6qlu5UJ5gk0dKz0h3,190185.0,N,2,0
Maggie Rogers ,Burning,68vxG1i6RSmrsY9mRdqDgG,0.688,5.0,0.21,3.11e-05,0.106,110.045,audio_features,spotify:track:68vxG1i6RSmrsY9mRdqDgG,https://api.spotify.com/v1/tracks/68vxG1i6RSmrsY9mRdqDgG,https://api.spotify.com/v1/audio-analysis/68vxG1i6RSmrsY9mRdqDgG,213173.0,N,1,0
Tee Grizzley ,In My Feelings,3muBQDekYAg7jm6hDu6R0Z,0.711,1.0,0.171,0.0,0.125,98.008,audio_features,spotify:track:3muBQDekYAg7jm6hDu6R0Z,https://api.spotify.com/v1/tracks/3muBQDekYAg7jm6hDu6R0Z,https://api.spotify.com/v1/audio-analysis/3muBQDekYAg7jm6hDu6R0Z,254694.0,N,1,0
Rod Wave ,Time Kills (Love Birds),1LaBp63783MPDYnE3ohMAN,0.612,8.0,0.0508,0.0,0.164,154.977,audio_features,spotify:track:1LaBp63783MPDYnE3ohMAN,https://api.spotify.com/v1/tracks/1LaBp63783MPDYnE3ohMAN,https://api.spotify.com/v1/audio-analysis/1LaBp63783MPDYnE3ohMAN,173418.0,N,0,0
Meek Mill ,Oodles O' Noodles Babies,2IRZnDFmlqMuOrYOLnZZyc,0.496,4.0,0.259,0.0,0.252,86.003,audio_features,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,https://api.spotify.com/v1/tracks/2IRZnDFmlqMuOrYOLnZZyc,https://api.spotify.com/v1/audio-analysis/2IRZnDFmlqMuOrYOLnZZyc,180522.0,N,2,0
Billie Eilish ,idontwannabeyouanymore,5dIyVVyeLoMeFByIL3blzn,0.411,7.0,0.735,0.0,0.116,170.3,audio_features,spotify:track:5dIyVVyeLoMeFByIL3blzn,https://api.spotify.com/v1/tracks/5dIyVVyeLoMeFByIL3blzn,https://api.spotify.com/v1/audio-analysis/5dIyVVyeLoMeFByIL3blzn,203569.0,N,9,0
XXXTENTACION ,#PROUDCATOWNERREMIX,5dkZ2DrcPJrqwlRQe6Q35e,0.522,1.0,0.0287,4.13e-05,0.127,145.127,audio_features,spotify:track:5dkZ2DrcPJrqwlRQe6Q35e,https://api.spotify.com/v1/tracks/5dkZ2DrcPJrqwlRQe6Q35e,https://api.spotify.com/v1/audio-analysis/5dkZ2DrcPJrqwlRQe6Q35e,157293.0,N,7,0
NLE Choppa ,Make Em Say,1vux5TJpXtc7tbjA1YODpp,0.953,2.0,0.119,0.0,0.331,154.969,audio_features,spotify:track:1vux5TJpXtc7tbjA1YODpp,https://api.spotify.com/v1/tracks/1vux5TJpXtc7tbjA1YODpp,https://api.spotify.com/v1/audio-analysis/1vux5TJpXtc7tbjA1YODpp,192200.0,N,8,0
Joji ,Reanimator,75sIBYeVmCTdKEsAZdGKqM,0.419,10.0,0.435,0.74,0.108,120.981,audio_features,spotify:track:75sIBYeVmCTdKEsAZdGKqM,https://api.spotify.com/v1/tracks/75sIBYeVmCTdKEsAZdGKqM,https://api.spotify.com/v1/audio-analysis/75sIBYeVmCTdKEsAZdGKqM,183256.0,N,5,0
Grupo Frontera ,No Se Va  En Vivo,23Lyy7ZXRvzfgH4JtDkKrX,0.527,0.0,0.121,0.0,0.234,172.712,audio_features,spotify:track:23Lyy7ZXRvzfgH4JtDkKrX,https://api.spotify.com/v1/tracks/23Lyy7ZXRvzfgH4JtDkKrX,https://api.spotify.com/v1/audio-analysis/23Lyy7ZXRvzfgH4JtDkKrX,194019.0,N,7,0
Miley Cyrus ,Rockin' Around The Christmas Tree  Recorded at Spotify Studios NYC,2EjXfH91m7f8HiJN1yQg97,0.472,8.0,0.614,0.0,0.505,67.196,audio_features,spotify:track:2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/tracks/2EjXfH91m7f8HiJN1yQg97,https://api.spotify.com/v1/audio-analysis/2EjXfH91m7f8HiJN1yQg97,126267.0,N,6,0
Roddy Ricch ,Every Season,7uDmtMSHiwHt4SXqxbYqIr,0.708,5.0,0.0672,0.0,0.117,130.0,audio_features,spotify:track:7uDmtMSHiwHt4SXqxbYqIr,https://api.spotify.com/v1/tracks/7uDmtMSHiwHt4SXqxbYqIr,https://api.spotify.com/v1/audio-analysis/7uDmtMSHiwHt4SXqxbYqIr,214830.0,N,7,0
